,dataid,status,foundation_pier_beam,foundation_slab,spend_time_at_home_none,spend_time_at_home_monday,spend_time_at_home_tuesday,spend_time_at_home_wednesday,spend_time_at_home_thursday,spend_time_at_home_friday,ethnicity_asian_pacific_islander,ethnicity_black_african_american,ethnicity_caucasian_other_than_hispanic_or_latino,ethnicity_hispanic_or_latino,ethnicity_native_american_alaska_native,ethnicity_other,ethnicity_decline,residents_under_5,residents_6_to_12,residents_13_to_18,residents_19_to_24,residents_25_to_34,residents_35_to_49,residents_50_to_64,residents_65_and_older,education_level,total_annual_income,pv_system_own,pv_system_size,pv_system_reason,pv_system_satisfied,pv_system_features_liked,pv_system_surprising_features,pv_system_questions_asked,pv_neg_factors_too_expensive,pv_neg_factors_uncertainty,pv_neg_factors_ugly,pv_neg_factors_resale_value_concerns,pv_neg_factors_none,pv_neg_factors_other,pv_pos_factors_independence,pv_pos_factors_no_emissions,pv_pos_rate_increase_protection,pv_pos_factors_none,pv_pos_factors_other,additional_solar_future,additional_solar_size,retrofits,retrofits_weather,hvac_sealed_duct_leak,energy_efficient_windows,new_hvac,added_space,new_dishwasher,new_clotheswasher,new_clothesdryer,new_refrigerator,new_oven,other_changes,hvac_central_air_gas_furnace,hvac_central_air_electric_heating,heat_pump_split,hvac_geothermal_heat_pump,hvac_window_unit_ac,hvac_ductless_minisplit,hvac_no_ans,ac_compressor_num,temp_setting_weekday_workday_sumr,temp_setting_weekday_morning_sumr,temp_setting_weekday_evening_sumr,temp_setting_weekday_sleeping_hr_sumr,temp_setting_weekend_daylight_sumr,temp_setting_weekday_workday_wintr,temp_setting_weekday_morning_wintr,temp_setting_weekday_evening_wintr,temp_setting_sleeping_hr_wintr,temp_setting_weekend_daylight_wintr,thermostat_brand,thermostat_is_programmable,thermostat_programming_level,any_annual_ac_svc,electronic_device_cable_box_number,electronic_device_dvr_number,electronic_device_router_number,electronic_device_gaming_sys_number,electronic_device_other,water_heater_type,water_heater_type_other,any_electric_vehicle,electric_vehicle_year,electric_vehicle_make,electric_vehicle_model,vehicle_chargn_home,vehicle_chargn_level2ev,vehicle_chargn_public,vehicle_chargn_work,vehicle_chargn_work_avail,vehicle_chargn_time,electric_vehicle_satisfied,electric_vehicle_features_liked,electric_vehicle_buy_reason_envir,electric_vehicle_buy_reason_save_money,electric_vehicle_buy_reason_new_tech_interest,electric_vehicle_buy_reason_performance,electric_vehicle_buy_reason_quietness,electric_vehicle_buy_reason_other_recommended,electric_vehicle_buy_again,any_family_frnd_living,any_family_frnd_living_details,have_dishwasher,have_clotheswasher_front_load,have_clotheswasher_top_load,have_water_softner,have_icemaker,have_swimming_pool,have_hot_tub,have_outdoor_sprinkler,have_landscape_water_feature,have_automated_drip_irrigation,have_water_garden,have_other_water_using_appliance,water_activity_watering_plants,water_activity_wash_vehicle,water_activity_wash_house_exterior,water_activity_other,water_line_broke_by_u,water_line_broke_by_someone,water_line_broke_by_u2,water_line_broke_by_someone2,low_level_water_leak_discovered_by_u,low_level_water_leak_discovered_by_someone,continuous_water_flow_discovered_by_you,continuous_water_flow_discovered_by_someone,continuous_water_flow_discovered_by_u2,continuous_water_flow_discovered_by_someone2,water_leak_caused_financial_cost,collect_water_rain,collect_water_rain_way,collect_water_rain_way_other,any_water_utility_prog_particiaption_no,any_water_utility_prog_particiaption_yes_rebates,any_water_utility_prog_particiaption_yes_coupons,any_water_utility_prog_particiaption_yes_consults,any_water_utility_prog_particiaption_other,any_water_utility_prog_particiaption_other2,any_irrigation_audit,any_water_conserve_prog,any_water_conserve_prog_useful,energy_saving_led,energy_saving_attic_insulation,energy_saving_efficient_windows,energy_saving_efficient_furnace,energy_saving_efficient_ac,energy_saving_efficient_water_heater,energy_saving_efficient_thermostat,energy_saving_add_caulking,energy_saving_replace_showerhead,energy_saving_renewable_sys,energy_saving_other,energy_spending_general_approach1,energy_spending_general_approach2,energy_spending_general_approach3,energy_development_oil,energy_development_wind,energy_development_natural_gas,energy_development_natural_gas_shale,energy_development_nuclear,energy_development_coal,energy_development_solar,energy_development_hydropower,energy_development_bioenergy,can_reduce_energy_consumption,know_steps_reduce_energy_consumption,cannot_reduce_energy_consumption,individual_responsible_energy_reduce,energy_reduce_regulation,energy_reduce_risky,can_lower_energy_use,energy_reduce_other_ways
10,365,Complete,Pier and beam,,none,,,,,,,,,,,,Decline to Respond,2,,,,1,,,,College graduate,"$75,000 - $99,999",No,,,,,,,Too expensive,,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,Yes,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,,Installed new HVAC system,,,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,,,,,,1,79,77,76,75,75,,,,,,honeywell,Yes,Easy,No,1,,1,,,Electric - tank,,No,,,,,,,,Yes,,,,,,,,,,Yes,No,,,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,,,,,,,,,,,,Yes,Rain barrel,,,Yes - rebates,Yes -  coupons,,,,No,Yes,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,Install high-efficiency furnace,Install high-efficiency air conditioner,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,,Slightly disagree,Slightly agree,Slightly disagree,,,,,,,,,,,,,,,,,
11,398,Complete,Pier and beam,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,Asian/Pacific Islander,,,,,,,1,1,,,0,2,,,College graduate,"$150,000 - $299,000",Yes,11,"$ savings, break even point was reasonable",Somewhat satisfied,no maintenance,how large it is given my sq ft,"how to calculate break even cost, hidden savings",,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,75,72,72,71,73,69,70,70,69,70,nest,No,Easy,No,1,2,3,2,"home automation hub (smartthings), 2 subwoofers, ",Gas - tankless,,Yes,2012,ford,focus,0%,40%,10%,40%,Yes,When I arrive home,Somewhat satisfied,Not buying gasoline,Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,Hot tub,,,Automated drip irrigation,,,Hand watering plants,,Pressure washing exterior structures or sidewalks,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Slightly disagree,Neither,Slightly agree,Strongly oppose,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,
12,661,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,,,,Caucasian,,,,,,,,,,,,2,Postgraduate degree,"$75,000 - $99,999",No,,,,,,,,Not sure how much I would benefit,,,,,,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,,,,,,,,Installed a new clothes-dryer,,,,Split system with gas furnace,,,,,,,1,78,78,78,78,78,70,70,70,70,70,CT30e  installed by Pecan Street,No,Haven't tried,No,2,1,1,,Lights are programmed to go on at set times for security and safety reasons. Insteon light control,Gas - tank,,No,,,,,,,,,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,,,,,,,,,,You,,,,,No,,,,Yes - rebates,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,,,Strongly agree,Slightly agree,Slightly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Neither,Slightly disagree,Slightly agree,
13,410,Complete,,Slab,,,,,,Friday,,,Caucasian,,,,,1,,,,,2,,,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,,,,,,Too much shade on my roof,,Emission-free electricity,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,81,78,76,75,78,68,70,72,66,68,Nest,Yes,Very difficult,Yes,None,1,1,None,Google Home; security system,Gas - tank,,Yes,Nissan,Leaf,2015,95%,0%,5%,0%,No,When I arrive home,Very satisfied,Environmental and societal benefits,Environmental benefit,,,Acceleration and performance of EVâ€™s,Quietness,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,Landscape water feature with water pump,,,We have lots of veggie gardens and fruit trees that we water a lot during the summer; but we don\'t water our grass at all.,Hand watering plants,,,,,Someone you know,,Someone you know,You,,You,,,,,Yes,Rain barrel,,,Yes - rebates,,,,,No,No,,,,Install high-efficiency windows,,,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,,,Slightly disagree,Slightly agree,Neither,Strongly oppose,Strongly support,Neither,Strongly oppose,Slightly support,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Slightly disagree,Slightly agree,Neither,Strongly agree,,,,
14,483,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,Postgraduate degree,"$100,000 - $149,999",Yes,6,Was already installed when I purchased the house,Somewhat satisfied,Energy cost saving,,,,,,,,,,,,,,No,,Yes,,,,Installed new HVAC system,,,,,,,,Split system with gas furnace,,,,,,,2,75,75,75,75,75,69,69,69,69,69,Honeywell,Yes,Easy,Yes,2,1,3,None,Living room and kitchen,Gas - tank,,No,,,,,,,,,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,Landscape water feature with water pump,Automated drip irrigation,,,Hand watering plants,,Pressure washing exterior structures or sidewalks,,,Someone you know,,Someone you know,,,,,,,Broken sprinkler main supply PVC pipe at my neighbor.,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,Install high-efficiency air conditioner,,,,,,,Slightly agree,Slightly agree,Slightly agree,Neither,Strongly support,Strongly support,,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Neither,Slightly disagree,Neither,Strongly agree,Slightly disagree,Strongly disagree,Neither,
15,499,Partial,,Slab,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,503,Complete,,Slab,,,,,,,,,Caucasian,,,,,,,1,,,1,1,,College graduate,"$150,000 - $299,000",No,,,,,,,,,,,,I want to replace my roof and add a second layer like I have seen Peter Pfeiffer do on some of his designs. http://barleypfeiffer.com/  Then I want to add expanding foam insulation in the roof rafters and attic ceiling. In addition I want to add a metal roof.,Independence from the utility,Emission-free electricity,,,,Yes,Not certain,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,2,85,72,72,68,72,60,68,68,68,68,Very fancy American standard touch pad,Yes,Easy,No,1,1,1,None,,Gas - tank,,No,,,,,,,,No,,,,,,,,,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,Install high-efficiency air conditioner,,Install a smart thermostat,,,,,Strongly agree,Strongly agree,Neither,Strongly oppose,Strongly support,Neither,Neither,Strongly support,Strongly oppose,Strongly support,Slightly oppose,Strongly support,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,"Look at the potential of using Point Cloud Technology and Photogrammetry in communicating information to people about physical objects. Combined with AUGMENTED reality and artificial intelligence, many ideas that were previously inconceivable can be possible. (both measurement and communicating instructions)  Sometimes the answer to the problem lies outside of your bubble."
17,516,Complete,,Slab,,,Tuesday,,Thursday,,,,Caucasian,,,,,,,,,,,2,,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,,,,,,Large trees provide shade but make solar impractical,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,70,70,70,70,70,honeywell,No,,No,1,None,1,None,2 computers,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,Hot tub,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,,,,,,You,,,,,,,,,No,,,,,,Yes  - irrigation consults,,,Yes,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,Install high-efficiency furnace,,,,,Replace showerhead with water-efficient model,,,Slightly disagree,Slightly agree,Strongly agree,Neither,Strongly support,Slightly support,Slightly support,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Strongly agree,Neither,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,
18,520,Complete,,Slab,none,,,,,,,,Caucasian,,,,,,,,,,,2,,College graduate,"$150,000 - $299,000",No,,,,,,,,Not sure how much I would benefit,,,,,,,Protection against future utility rate increases,,,No,,Yes,,Sealed duct leaks on HVAC system,,,,Installed a new dishwasher,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,,,,Central air system with electric heating,,,,,,2,79,77,77,77,78,66,68,68,67,68,dont know,No,Very difficult,No,3,1,2,None,,Electric - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,Hand washing vehicles,,,You,,You,,,,You,,,,"discovered a link where the water line from city connects to our water, took several months to discover where th leak was while our utilities bill was higher than $2K",No,,,No,,,,,,Yes,No,COA quaterly bulletin,,,,,,,,,,,,Slightly disagree,Slightly agree,Slightly agree,Slightly oppose,Slightly support,Slightly support,Strongly oppose,Slightly support,Strongly oppose,Slightly support,Neither,Strongly support,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Neither,Strongly disagree,Slightly agree,
19,642,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,3,Postgraduate degree,"$150,000 - $299,000",No,,,,,,,,Not sure how much I would benefit,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",,,,,,,,Installed a new refrigerator,,Radiant Barrier,,,Heat Pump,,,,,2,74,74,74,74,74,74,74,74,75,74,Honeywell,No,Moderately difficult,No,1,1,1,,,Electric - tank,,No,,,,,,,,,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,Water garden or pond,,Hand watering plants,,Pressure washing exterior structures or sidewalks,,,,,,,,,,,,,Yes,Rain barrel,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,,,,,,Replace showerhead with water-efficient model,,,Strongly agree,Strongly agree,Strongly agree,Slightly support,Slightly support,Strongly support,Strongly support,Neither,Slightly support,Strongly support,Strongly support,Strongly support,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,
20,744,Complete,,Slab,,,,,,Friday,,,Caucasian,,,,,,,,,,2,,,Postgraduate degree,"$150,000 - $299,000",Yes,5.9,ROI on the investment was attractive.,Very,Maintenance-free Saves money on electric bills,It generates significantly less than theoretical capacity.,Excellent ease of use and ownership.,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,76,74,74,74,74,66,68,68,66,68,Honeywell,Yes,Moderately difficult,No,1,1,1,1,N/A,Gas - tankless,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,Hand washing vehicles,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,,Install a high-efficiency tankless water heater,Install a smart thermostat,,,,,Slightly disagree,Slightly agree,Slightly agree,Slightly support,Strongly support,Slightly support,Slightly support,Slightly support,Slightly oppose,Strongly support,Strongly support,Neither,Slightly disagree,Slightly agree,Slightly agree,Neither,Neither,Slightly disagree,Slightly disagree,"Rooftop solar has been great for us and we recommend it to everyone. We are also interested in solar tile roofing, electric cars, and a battery system if the price drops to the become affordable."
21,781,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,Asian/Pacific Islander,,,,,,,0,0,0,0,1,1,0,0,Postgraduate degree,"$100,000 - $149,999",Yes,5.6,Energy conservation ,Very,Energy conservation ,,Solar energy generation and usage,,,,,,,,,,,,Yes,1,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,77,,75,71,77,65,65,65,,65,,No,Easy,No,1,1,1,None,,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,Yes,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,You,Someone you know,,Someone you know,You,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Slightly oppose,Slightly oppose,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Neither,Strongly disagree,Strongly agree,
22,796,Complete,Pier and beam,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,0,0,1,0,Postgraduate degree,"$300,000 - $1,000,000",No,,,,,,,,,,,,Trees covering the roof.,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,,,Installed more energy efficient windows,,,,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,,,Split system with gas furnace,,,,,,,3,74,74,74,74,74,71,71,71,71,71,Not sure,No,Easy,Yes,None,None,1,None,Computer in office.,Gas - tankless,,Yes,2014,Chevy ,Volt,0%,100%,0%,0%,No,When I arrive home,Very satisfied,Not buying gasoline,Environmental benefit,Saving money on gasoline,,,Quietness,Recommendations from other EV owners,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,,,Install a high-efficiency tankless water heater,Install a smart thermostat,,,,,Neither,Slightly agree,Slightly disagree,Slightly support,Strongly support,Strongly support,Neither,Neither,Strongly oppose,Strongly support,Neither,Slightly support,Slightly agree,Slightly agree,Slightly agree,Neither,Slightly agree,Strongly disagree,Neither,
23,821,Complete,,Slab,,,Tuesday,Wednesday,Thursday,,,,Caucasian,,,,,0,0,0,0,0,2,0,0,College graduate,"$150,000 - $299,000",Yes,?,Two solar powered attic roof vents/fans.,Very,"Easily interchanged with old, original vents.",NA,None,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,78,73,73,73,75,65,68,68,65,68,Nest,Yes,Easy,Yes,2,1,1,None,"two computers, one ceiling fan",Gas - tankless,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,,,,,,,,,,,,,,None,No,,,No,,,,,,No,No,None,Replace incandescent lighting with LED light bulbs,,,,,Install a high-efficiency tankless water heater,Install a smart thermostat,,,,"rooftop, solar powered attic vents/fans",Strongly agree,Strongly agree,Strongly agree,Neither,Strongly support,Slightly support,Neither,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,
24,825,Complete,,Slab,,,Tuesday,,,Friday,,,Caucasian,,,,,,,1,,,,2,,Postgraduate degree,"$300,000 - $1,000,000",No,,,,,,,,,,,,Couldn\'t find an installer I could trust. 2 of 2 lied to me.,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,No,,,,,,,,,,,,,Central air system with electric heating,Heat Pump,,,,,2,85,78,78,78,78,60,70,70,65,70,Honeywell,Yes,Moderately difficult,No,,,1,,,Electric - tank,,Yes,2013,Nissan,Leaf,0%,100%,0%,0%,No,When I arrive home,Very satisfied,Environmental and societal benefits,Environmental benefit,Saving money on gasoline,Interest in new technologies,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,,,,,,Automated drip irrigation,,,,,,All 3 but rarely,You,,,,You,,You,,You,,"A pipe under our foundation sprung some sort of leak that caused the slab to bulge. New line routed through attic. Also, a bat toilet seating caused a drip that did some cosmetic damage to a wall. ",Yes,Other - Write In,"3 300 gallon tanks, from shed roof",No,,,,,,No,No,"Hard for me to answer. I am the director of a college environmental studies programs, so I have lots of awareness of these sorts of things.",Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,Note - furnaces and heat pumps were high effic when installed but are now old enough (~ 20 years) that they are due for replacement.,Slightly agree,Neither,Slightly agree,Strongly oppose,Strongly support,Slightly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,More information on what happens to the data might inspire more people to respond when they have been warned that the survey will take 15-20 minutes. I don't think it took me that long.
25,946,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,1,,1,Postgraduate degree,"$75,000 - $99,999",No,,,,,,,Too expensive,Not sure how much I would benefit,,,,,,Emission-free electricity,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,72,72,72,70,72,68,68,68,65,68,,No,Haven't tried,No,1,1,1,None,None,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,Yes,My son lives with me about half the time year round,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,,,,You,,,,,,You,,,,,No,,,,,,,,BluCube Monitoring,Yes,No,,Replace incandescent lighting with LED light bulbs,,,,,,,,,,,Slightly agree,Slightly agree,Slightly agree,Slightly oppose,Strongly support,Neither,Slightly oppose,Neither,Strongly oppose,Strongly support,Slightly support,Slightly support,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neither,Slightly disagree,Neither,
26,831,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,0,0,0,0,0,1,0,Some college/trade/vocational school,"$150,000 - $299,000",No,,,,,,,,,,,,"Actually just installed, not working yet!",Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,Yes,8 kw,Yes,,,,Installed new HVAC system,,Installed a new dishwasher,,,Installed a new refrigerator,Installed a new  range/oven,,,Central air system with electric heating,Heat Pump,,,,,1,78,78,75,78,78,78,75,78,72,75,?,Yes,Easy,No,1,None,1,None,fans,Electric - tank,,No,,,,,,,,,,,,,,,,,,,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,Water garden or pond,,Hand watering plants,,,,,Someone you know,,Someone you know,,Someone you know,,Someone you know,,Someone you know,,Yes,Rain barrel,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Slightly disagree,Slightly agree,Slightly agree,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Neither,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly agree,
27,871,Complete,,Slab,none,,,,,,,,Caucasian,,,,,0,0,0,2,0,0,2,0,Postgraduate degree,"$100,000 - $149,999",No,,,,,,,,,,,,Too many trees,Independence from the utility,Emission-free electricity,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,85,82,78,78,79,60,72,72,70,72,Nest,Yes,Easy,No,None,None,2,2,Cell phone chargers are plugged in most of the time. Sometimes a light or a radio is left on when someone leaves too early to think. Refrigerator and clocks...,Electric - tank,,No,,,,,,,,No,,,,,,,,,,No,Yes,My daughters go to school in San Marcos so they're back often.,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,,Someone you know,,,,,You,,,,"A neighbor's lawn watering system developed a leak which we discovered fairly fast due to a wet sidewalk, but the repair cost a bit. ",Yes,Rain barrel,,,Yes - rebates,,,,,No,Yes,"Rain gardens, grow green, rain barrels discounts, habitat steward training",Replace incandescent lighting with LED light bulbs,,,,,,,,Replace showerhead with water-efficient model,,Screen doors to promote airflow on nice days,Strongly agree,Strongly agree,Strongly agree,Neither,Strongly support,Slightly support,Slightly support,Slightly oppose,Slightly oppose,Slightly support,Neither,Slightly support,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neither,Slightly disagree,Slightly agree,
28,894,Complete,Pier and beam,,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,College graduate,"$100,000 - $149,999",Yes,22.0?,To save on electricity bills and to go green. ,Very,The enlighten program for daily reports on output and the 15 individual micro inverters that work separately.,How much money it saves.,Do not use 1-800-Solar USA. They did not come thru with a promised $1500.00 dollar rebate after sending them 1 year of electric bills and giving 3 recommendations.,,,,,,,,,,,,Yes,Battery back up system,No,,,,,,,,,,,,,,,,,,,1,78,78,76,78,76,78,78,78,78,78,Braeburn,No,,Yes,2,None,1,None,Our parrot likes to watch animal planet when we are gone.,Gas - tank,,No,,,,,,,,,,,,,,,,,,Yes,No,,,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,Hot tub,Outdoor sprinkler system,,,,,Hand watering plants,,,,,Someone you know,,Someone you know,,Someone you know,You,,,Someone you know,"Broken water line under a slab that cost $22,000 to fix.",No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,,,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Slightly support,Neither,Strongly support,Slightly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly agree,When will you start the compost program in my neighbor hood. Allendale started it 2 years ago.
